Age,Gender,Marital Status,Occupation,Monthly Income,Educational Qualifications,Family size,Medium,restaurant type,Order Time,Meal,Perference,Ease and convenient,avg cost (two people),order_hour_of_day,days_since_prior_order,Cities
20,Male,Single,Student,No Income,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,450,17,28,Tier 1
21,Male,Single,Student,No Income,Graduate,2,Swiggy,Takeaway,Anytime (Mon-Sun),Breakfast,,Agree,300,10,1,Tier 2
24,Female,Married,Self Employeed,10001 to 25000,Graduate,5,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,400,17,30,Tier 1
23,Female,Single,Student,No Income,Post Graduate,4,Swiggy,Quick Bites,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,200,9,19,Tier 1
25,Male,Single,Employee,25001 to 50000,Post Graduate,3,Zomato,Takeaway,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,16,8,Tier 1
32,Female,Married,home maker,No Income,Graduate,,Swiggy,Takeaway,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,21,20,Tier 3
27,Male,Married,Employee,More than 50000,Ph.D,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,400,9,15,Tier 1
20,Female,,Student,No Income,Graduate,2,Zomato,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,800,19,6,Tier 3
21,Male,Single,Student,No Income,Graduate,2,Zomato,Takeaway,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,250,14,30,Tier 1
26,Male,Single,Employee,More than 50000,Post Graduate,3,Swiggy,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,400,9,6,Tier 1
25,Male,Single,Employee,10001 to 25000,Graduate,4,Zomato,Bar,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,1300,11,30,Tier 1
26,Male,Single,Employee,25001 to 50000,Post Graduate,3,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,150,14,30,Tier 2
26,Female,Married,Employee,25001 to 50000,Graduate,3,ONDC,Takeaway,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,300,14,,Tier 3
27,Male,Single,Employee,More than 50000,Ph.D,4,Zomato,Beverage Shop,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Agree,200,21,30,Tier 2
27,Female,Single,Student,No Income,Ph.D,5,Zomato,Takeaway,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Disagree,300,14,30,Tier 3
,Female,Single,Student,No Income,Post Graduate,5,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Agree,800,,30,Tier 2
25,Male,Married,Self Employeed,More than 50000,School,2,Zomato,,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,13,30,Tier 1
20,Male,Single,Student,No Income,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,250,18,17,Tier 3
22,Male,Single,Student,No Income,Post Graduate,1,Swiggy,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,250,9,20,Tier 2
26,Female,Married,Student,Below Rs.10000,Ph.D,3,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,1400,13,13,Tier 1
27,Male,Prefer not to say,Employee,25001 to 50000,Post Graduate,1,Zomato,Quick Bites,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,400,17,8,Tier 3
25,Female,Single,Student,No Income,Post Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,400,13,7,Tier 3
24,Male,Single,Employee,,Graduate,2,Swiggy,casual dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,,15,30,Tier 1
23,Female,Single,Employee,10001 to 25000,Graduate,6,Swiggy,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,8,3,Tier 2
22,Male,Single,Student,No Income,Graduate,2,Zomato,Desert Parlor,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,250,15,30,Tier 1
,Male,Married,Self Employeed,More than 50000,Post Graduate,3,Swiggy,Quick Bites,Weekdays (Mon-Fri),Snacks,Non Veg foods (Lunch / Dinner),Strongly disagree,150,10,5,Tier 2
26,Male,Single,Employee,Below Rs.10000,Post Graduate,1,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,500,16,25,Tier 1
25,Female,Married,Self Employeed,25001 to 50000,Post Graduate,3,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,600,11,17,
29,Female,Married,Employee,,Graduate,3,Swiggy,Quick Bites,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Neutral,500,15,13,Tier 2
23,Male,Single,Student,Below Rs.10000,Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Agree,700,12,4,Tier 1
22,Female,Single,Employee,25001 to 50000,Graduate,4,Zomato,Quick Bites,Weekend (Sat & Sun),,Non Veg foods (Lunch / Dinner),Agree,500,11,5,Tier 3
22,Male,Single,Student,No Income,Graduate,2,Zomato,"Casual Dining, Bar",Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Disagree,600,12,12,Tier 2
32,Female,Married,home maker,No Income,School,5,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,12,30,Tier 1
28,Male,Married,Employee,More than 50000,Post Graduate,1,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,500,14,13,Tier 1
22,Male,Single,Student,No Income,Post Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,,Agree,300,10,7,Tier 3
25,Male,Single,Employee,10001 to 25000,Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,150,22,30,Tier 3
26,Female,Married,Employee,25001 to 50000,Post Graduate,2,Zomato,Casual Dining,Weekend (Sat & Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,750,10,23,Tier 2
31,Male,Married,Self Employeed,More than 50000,School,6,ONDC,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,200,19,5,Tier 2
24,Male,Single,Student,No Income,Post Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,1800,16,30,Tier 1
24,Male,Single,Employee,25001 to 50000,,2,Swiggy,"Cafe, Quick Bites",Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,300,,8,Tier 1
31,Female,Married,Employee,More than 50000,Ph.D,5,Swiggy,Quick Bites,Weekdays (Mon-Fri),Breakfast,Non Veg foods (Lunch / Dinner),Agree,300,5,21,Tier 2
26,Male,Single,Employee,25001 to 50000,Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,,29,Tier 1
24,Female,Married,Self Employeed,,Graduate,,Swiggy,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,300,8,6,Tier 1
,Female,Single,Student,No Income,Graduate,3,Swiggy,Casual Dining,Weekend (Sat & Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,550,18,30,Tier 1
19,Male,Single,Student,No Income,Graduate,6,Swiggy,Takeaway,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,16,30,Tier 2
25,Male,Married,Employee,More than 50000,Post Graduate,,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,12,,Tier 1
23,Female,Married,home maker,No Income,School,6,ONDC,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,0,30,Tier 1
23,Female,Single,Student,No Income,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,200,4,9,Tier 2
23,Male,Single,Student,No Income,Post Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,200,15,2,Tier 3
,Male,Single,Student,No Income,Post Graduate,5,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Strongly agree,,,30,Tier 1
,Female,Single,Employee,25001 to 50000,Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Strongly agree,,14,18,Tier 1
26,Male,Married,Employee,More than 50000,Graduate,4,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,550,13,7,Tier 1
25,Female,Single,Student,No Income,Ph.D,3,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,12,30,Tier 1
20,Male,Single,Student,No Income,Graduate,2,Swiggy,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,300,8,19,Tier 1
29,Male,Married,Employee,,Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,500,15,30,Tier 2
23,Female,Single,Student,No Income,Graduate,1,Zomato,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Strongly disagree,150,21,7,Tier 2
25,Male,Single,Self Employeed,More than 50000,Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,,Agree,400,12,30,Tier 2
,Female,Married,Employee,25001 to 50000,Graduate,4,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Disagree,350,10,7,Tier 1
27,Male,Married,Self Employeed,,Graduate,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,450,19,7,Tier 3
25,Male,Single,Self Employeed,10001 to 25000,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,350,11,9,Tier 1
,Male,Single,Student,No Income,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,350,19,,Tier 1
23,Male,Single,Student,No Income,Graduate,3,Zomato,Quick Bites,Anytime (Mon-Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Agree,600,8,2,Tier 1
24,Female,Single,Employee,10001 to 25000,Post Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,200,12,19,Tier 1
32,Male,Married,Self Employeed,10001 to 25000,School,3,Zomato,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),,900,8,7,Tier 3
28,Male,Married,Employee,25001 to 50000,Post Graduate,5,ONDC,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,800,17,30,Tier 2
26,Male,Single,Employee,10001 to 25000,Graduate,2,Zomato,Casual Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,23,2,Tier 1
31,Female,Married,home maker,No Income,Graduate,,Swiggy,Fine Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,4000,8,9,Tier 1
27,Female,Married,Self Employeed,25001 to 50000,Graduate,3,Zomato,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,700,7,7,Tier 2
21,Female,Single,Student,No Income,Post Graduate,1,Swiggy,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,350,10,8,Tier 1
23,Female,Single,Student,No Income,Graduate,2,ONDC,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,450,6,16,Tier 1
26,Male,Married,Employee,10001 to 25000,Graduate,,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,650,20,20,Tier 1
32,Male,Married,Employee,More than 50000,Graduate,5,ONDC,Desert Parlor,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,150,12,3,Tier 2
25,Female,Married,Student,No Income,Post Graduate,2,ONDC,"Microbrewery, Casual Dining",Anytime (Mon-Sun),Snacks,Sweets,Agree,2000,19,17,Tier 3
28,Male,Single,Self Employeed,10001 to 25000,Post Graduate,,Swiggy,Cafe,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,500,7,2,Tier 3
21,Female,Single,Student,No Income,Post Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,400,9,4,Tier 1
24,Male,Single,,No Income,Post Graduate,2,Zomato,"Bar, Casual Dining",Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,2000,18,29,Tier 1
26,Female,Married,Self Employeed,,Graduate,5,Zomato,Quick Bites,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,300,13,21,Tier 3
32,Male,Married,Employee,25001 to 50000,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,150,2,6,Tier 1
29,Male,Single,Self Employeed,More than 50000,Graduate,6,Swiggy,Casual Dining,,Snacks,Non Veg foods (Lunch / Dinner),Agree,700,18,30,Tier 3
21,Male,Single,Student,No Income,Graduate,5,ONDC,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,1200,15,13,Tier 1
24,Female,Single,Self Employeed,25001 to 50000,Post Graduate,3,Swiggy,Beverage Shop,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),,200,15,0,Tier 3
26,Male,Prefer not to say,Self Employeed,More than 50000,,2,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,600,12,7,Tier 2
25,Male,Married,Employee,More than 50000,Ph.D,3,ONDC,Takeaway,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,400,14,30,Tier 3
29,Male,Single,Employee,25001 to 50000,Graduate,3,Swiggy,Takeaway,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,300,17,2,Tier 1
22,Male,Single,Student,No Income,Graduate,3,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,1,30,Tier 2
24,Male,Single,Student,No Income,Graduate,2,Zomato,Desert Parlor,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Strongly agree,200,9,,Tier 1
27,Male,Married,Employee,25001 to 50000,Graduate,2,Swiggy,"Desert Parlor, Beverage Shop",Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,11,5,Tier 2
23,Female,Single,Student,No Income,Post Graduate,3,Swiggy,"Desert Parlor, Beverage Shop",Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Disagree,300,10,30,Tier 1
32,Male,Married,Employee,More than 50000,Post Graduate,6,Zomato,Casual Dining,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,,16,19,Tier 1
22,Female,Single,Student,No Income,Graduate,,Zomato,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,200,22,4,Tier 2
28,,Married,Employee,25001 to 50000,Graduate,3,Swiggy,Fine Dining,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,2500,18,30,Tier 1
23,Female,Single,Student,No Income,Post Graduate,2,Swiggy,,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,500,19,7,Tier 1
30,Male,Married,Self Employeed,More than 50000,Graduate,1,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Neutral,400,11,30,Tier 2
21,Male,Single,Student,No Income,Graduate,3,,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,400,13,30,Tier 1
26,Female,Married,Employee,Below Rs.10000,Graduate,6,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Veg foods (Breakfast / Lunch / Dinner),Disagree,400,13,23,Tier 1
25,Male,Single,Self Employeed,More than 50000,School,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,800,15,13,Tier 3
31,Male,Prefer not to say,Employee,,Graduate,1,Swiggy,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Neutral,400,9,30,Tier 1
23,Female,Single,Employee,25001 to 50000,Post Graduate,2,Zomato,"Bar, Desert Parlor",,Dinner,Non Veg foods (Lunch / Dinner),Agree,1900,11,22,
29,Female,Married,,25001 to 50000,Ph.D,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,500,11,7,Tier 2
21,Male,Single,Student,No Income,Graduate,6,Swiggy,Casual Dining,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,700,1,30,Tier 1
20,Male,Single,Student,No Income,Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,600,15,30,Tier 2
22,Male,Single,Employee,10001 to 25000,Graduate,2,Swiggy,Cafe,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,650,15,15,Tier 1
30,Female,Married,home maker,No Income,School,6,Swiggy,Fine Dining,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,3000,6,7,Tier 2
27,Male,Married,Self Employeed,More than 50000,Graduate,3,Zomato,Beverage Shop,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,100,11,23,Tier 2
23,Male,Single,Student,No Income,Post Graduate,2,Zomato,Desert Parlor,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,500,19,30,Tier 1
30,Male,Married,Self Employeed,25001 to 50000,School,6,Zomato,Desert Parlor,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,300,18,,Tier 1
23,Male,Single,,No Income,Post Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,,,28,Tier 3
28,Female,Married,Employee,25001 to 50000,Post Graduate,6,ONDC,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,800,7,2,Tier 2
30,Male,Married,Self Employeed,More than 50000,Graduate,6,Zomato,Quick Bites,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,300,14,22,Tier 1
24,Female,Married,Employee,25001 to 50000,Post Graduate,2,ONDC,Takeaway,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,,13,1,Tier 3
21,Male,Single,,No Income,Graduate,2,Zomato,"Casual Dining, Bar",Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,400,17,3,Tier 1
23,Female,Prefer not to say,Employee,10001 to 25000,Graduate,3,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Non Veg foods (Lunch / Dinner),Agree,400,18,,Tier 2
25,Male,Married,Self Employeed,More than 50000,Post Graduate,4,Swiggy,Quick Bites,,Dinner,Non Veg foods (Lunch / Dinner),Agree,400,18,30,Tier 2
24,Female,Single,Employee,25001 to 50000,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,350,16,30,Tier 2
26,Male,Married,Employee,10001 to 25000,Graduate,3,Swiggy,Casual Dining,Anytime (Mon-Sun),,Sweets,Disagree,600,10,30,Tier 1
25,Female,Single,Employee,25001 to 50000,Post Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,300,13,5,Tier 1
22,Male,Single,Student,25001 to 50000,Graduate,3,Zomato,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,550,10,9,Tier 1
26,Female,Single,Employee,25001 to 50000,Post Graduate,,Zomato,Bar,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,900,13,9,Tier 2
23,Male,Single,Employee,10001 to 25000,Graduate,2,Zomato,Casual Dining,Weekdays (Mon-Fri),Snacks,Non Veg foods (Lunch / Dinner),Disagree,800,10,30,Tier 2
21,Female,Single,Employee,Below Rs.10000,Graduate,2,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,800,16,30,Tier 3
25,Male,Married,Self Employeed,25001 to 50000,Graduate,3,Zomato,"Bar, Casual Dining",Anytime (Mon-Sun),Lunch,,Agree,1500,14,3,Tier 1
24,Female,Married,Employee,10001 to 25000,Post Graduate,2,Zomato,Bar,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Agree,1000,8,2,Tier 3
22,Male,,Student,No Income,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,300,8,8,Tier 3
23,Female,,Student,No Income,Post Graduate,4,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Strongly agree,500,16,30,Tier 3
24,Male,Married,Employee,More than 50000,Post Graduate,3,Zomato,"Quick Bites, casual dining",Anytime (Mon-Sun),Snacks,Veg foods (Breakfast / Lunch / Dinner),Agree,400,15,9,Tier 1
22,Female,Single,Student,No Income,Graduate,2,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,250,9,18,Tier 1
30,Male,Married,Employee,More than 50000,Graduate,5,Swiggy,Quick Bites,Anytime (Mon-Sun),Breakfast,Non Veg foods (Lunch / Dinner),Disagree,200,14,30,Tier 2
23,Female,Prefer not to say,Employee,10001 to 25000,Graduate,4,Zomato,Quick Bites,,Lunch,Veg foods (Breakfast / Lunch / Dinner),Agree,150,14,23,Tier 1
19,Male,Single,Student,No Income,Graduate,6,Swiggy,Casual Dining,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,700,8,30,Tier 3
21,Female,Single,Student,No Income,Graduate,2,ONDC,Quick Bites,Anytime (Mon-Sun),,Veg foods (Breakfast / Lunch / Dinner),Agree,150,13,25,Tier 2
23,Male,Single,,No Income,Graduate,4,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,200,13,30,Tier 1
24,Female,Single,Employee,25001 to 50000,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,450,10,11,Tier 2
26,Female,Married,Employee,10001 to 25000,Post Graduate,2,ONDC,Quick Bites,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,12,17,Tier 2
26,Female,Single,Student,No Income,Ph.D,2,Zomato,casual dining,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,250,18,30,Tier 1
25,Female,Single,Student,10001 to 25000,Graduate,2,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,150,18,4,Tier 1
28,Female,Married,Employee,25001 to 50000,Graduate,5,Swiggy,Quick Bites,Weekend (Sat & Sun),Lunch,Non Veg foods (Lunch / Dinner),Disagree,250,18,4,Tier 3
25,Female,Single,Student,No Income,Post Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Dinner,Non Veg foods (Lunch / Dinner),Agree,200,22,30,Tier 1
20,Female,Single,Student,No Income,Graduate,2,Zomato,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,160,18,30,Tier 1
27,Female,Married,,More than 50000,Graduate,6,Swiggy,Quick Bites,Weekdays (Mon-Fri),Breakfast,Non Veg foods (Lunch / Dinner),Disagree,300,8,2,Tier 2
25,Female,Married,Employee,25001 to 50000,Graduate,3,Swiggy,Quick Bites,Anytime (Mon-Sun),Snacks,Non Veg foods (Lunch / Dinner),Disagree,200,12,30,Tier 2
24,Female,Single,Student,No Income,Post Graduate,5,Swiggy,Quick Bites,Weekend (Sat & Sun),Breakfast,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,11,2,Tier 2
25,Female,Married,Employee,More than 50000,Graduate,1,Swiggy,Quick Bites,Anytime (Mon-Sun),Lunch,Veg foods (Breakfast / Lunch / Dinner),Disagree,200,23,30,Tier 2
25,Female,Prefer not to say,Employee,25001 to 50000,Post Graduate,,Swiggy,Casual Dining,Weekend (Sat & Sun),Dinner,Non Veg foods (Lunch / Dinner),Disagree,500,17,10,Tier 1
24,Female,Married,Student,Below Rs.10000,Ph.D,5,ONDC,Quick Bites,Anytime (Mon-Sun),,Non Veg foods (Lunch / Dinner),Agree,200,14,,Tier 1
24,Male,Single,Student,,Post Graduate,3,Swiggy,Quick Bites,Weekend (Sat & Sun),Snacks,Non Veg foods (Lunch / Dinner),Agree,250,10,21,Tier 1
