"Age","Gender","Marital_Status","Occupation","Monthly_Income","Education","Family_Size","Medium","Restaurant_Type","Order_Time","Meal","Preference","Ease_Convenient","Avg_Cost","Order_Hour","Days_Since_Prior","Cities","Income_Level","Time_Period","Cost_Category","Order_Frequency","City_Tier","High_Demand_Area"
31,"Female","Married","home maker","No Income","School",5,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",300,11,15,"Tier 2",1,"Morning","Low","Moderate",2,"1"
24,"Male","Prefer not to say","Self Employeed","More than 50000","Ph.D",2,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",300,16,18,"Tier 2",5,"Afternoon","Low","Moderate",2,"0"
32,"Male","Married","Employee","25001 to 50000","Graduate",5,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Strongly agree",150,20,22,"Tier 1",4,"Evening","Low","Infrequent",1,"0"
25,"Male","Single","Employee","25001 to 50000","Graduate",3,"Swiggy","Casual Dining","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",600,18,4,"Tier 2",4,"Evening","High","Very_Frequent",2,"1"
27,"Female","Married","Self Employeed","More than 50000","Graduate",5,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Disagree",250,21,15,"Tier 3",5,"Night","Low","Moderate",3,"0"
26,"Male","Single","Self Employeed","25001 to 50000","Graduate",3,"Swiggy","Quick Bites","Weekdays (MonFri)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",250,13,26,"Tier 2",4,"Afternoon","Low","Infrequent",2,"0"
26,"Female","Single","Self Employeed","25001 to 50000","Post Graduate",3,"Swiggy","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",1100,10,12,"Tier 2",4,"Morning","Premium","Moderate",2,"1"
32,"Male","Married","Employee","More than 50000","Ph.D",5,"Swiggy","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",600,21,3,"Tier 1",5,"Night","High","Very_Frequent",1,"1"
24,"Male","Married","Self Employeed","More than 50000","Ph.D",6,"ONDC","Quick Bites","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Disagree",200,14,30,"Tier 1",5,"Afternoon","Low","Infrequent",1,"0"
27,"Female","Married","Self Employeed","25001 to 50000","Graduate",3,"Swiggy","Casual Dining","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",400,8,13,"Tier 2",4,"Morning","Medium","Moderate",2,"1"
23,"Male","Single","Student","No Income","Post Graduate",3,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",650,19,15,"Tier 1",1,"Evening","High","Moderate",1,"1"
25,"Male","Single","Student","No Income","Post Graduate",4,"Swiggy","Casual Dining","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",300,13,12,"Tier 1",1,"Afternoon","Low","Moderate",1,"1"
23,"Male","Single","Student","No Income","Post Graduate",3,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",500,14,30,"Tier 2",1,"Afternoon","High","Infrequent",2,"1"
23,"Female","Single","Student","No Income","Post Graduate",4,"Swiggy","Takeaway","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",300,11,13,"Tier 1",1,"Morning","Low","Moderate",1,"1"
28,"Male","Married","Employee","More than 50000","Graduate",3,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,14,19,"Tier 3",5,"Afternoon","Medium","Moderate",3,"0"
32,"Female","Married","Employee","More than 50000","Graduate",1,"Swiggy","Casual Dining","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",1400,20,11,"Tier 3",5,"Evening","Premium","Moderate",3,"1"
23,"Male","Single","Student","No Income","Post Graduate",2,"Zomato","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",450,9,11,"Tier 1",1,"Morning","High","Moderate",1,"1"
19,"Male","Single","Student","No Income","Graduate",2,"Zomato","Takeaway","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",150,15,22,"Tier 1",1,"Afternoon","Low","Infrequent",1,"0"
19,"Female","Single","Student","No Income","Graduate",4,"ONDC","Desert Parlor","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",200,11,1,"Tier 1",1,"Morning","Low","Very_Frequent",1,"1"
27,"Male","Married","Employee","25001 to 50000","Post Graduate",2,"Swiggy","Takeaway","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",400,16,12,"Tier 2",4,"Afternoon","Medium","Moderate",2,"1"
25,"Male","Single","Self Employeed","25001 to 50000","Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",300,9,30,"Tier 3",4,"Morning","Low","Infrequent",3,"0"
33,"Male","Married","Employee","More than 50000","Ph.D",5,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",350,9,30,"Tier 3",5,"Morning","Medium","Infrequent",3,"0"
26,"Female","Single","Employee","More than 50000","Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",500,12,3,"Tier 3",5,"Afternoon","High","Very_Frequent",3,"1"
22,"Female","Single","Student","Below Rs.10000","Post Graduate",4,"Swiggy","Desert Parlor","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",300,17,11,"Tier 2",2,"Evening","Low","Moderate",2,"1"
23,"Male","Single","Student","No Income","Post Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",300,19,13,"Tier 2",1,"Evening","Low","Moderate",2,"1"
22,"Female","Single","Student","No Income","Graduate",3,"ONDC","Quick Bites","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Strongly agree",300,18,5,"Tier 1",1,"Evening","Low","Very_Frequent",1,"1"
25,"Male","Married","Student","25001 to 50000","Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Disagree",150,15,21,"Tier 3",4,"Afternoon","Low","Infrequent",3,"0"
30,"Female","Married","home maker","No Income","School",5,"Swiggy","Desert Parlor","Weekdays (MonFri)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,16,15,"Tier 1",1,"Afternoon","Medium","Moderate",1,"1"
24,"Male","Single","Student","No Income","Post Graduate",3,"Zomato","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",450,8,14,"Tier 2",1,"Morning","High","Moderate",2,"1"
25,"Male","Single","Employee","10001 to 25000","Post Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",250,19,30,"Tier 1",3,"Evening","Low","Infrequent",1,"0"
23,"Male","Single","Student","More than 50000","Post Graduate",3,"Swiggy","Takeaway","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",200,13,5,"Tier 1",5,"Afternoon","Low","Very_Frequent",1,"1"
24,"Female","Single","Student","No Income","Post Graduate",4,"ONDC","Quick Bites","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Agree",300,6,9,"Tier 2",1,"Morning","Low","Frequent",2,"1"
32,"Male","Married","Student","10001 to 25000","Graduate",4,"Zomato","Quick Bites","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",300,16,16,"Tier 1",3,"Afternoon","Low","Moderate",1,"0"
27,"Male","Single","Student","No Income","Post Graduate",4,"Swiggy","Desert Parlor","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Neutral",200,15,8,"Tier 1",1,"Afternoon","Low","Frequent",1,"1"
23,"Male","Single","Student","More than 50000","Graduate",3,"ONDC","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly agree",200,17,0,"Tier 3",5,"Evening","Low","Very_Frequent",3,"0"
23,"Female","Single","Student","No Income","Post Graduate",4,"Zomato","Casual Dining","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",600,21,6,"Tier 1",1,"Night","High","Frequent",1,"1"
20,"Male","Single","Student","No Income","Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",450,17,28,"Tier 1",1,"Evening","High","Infrequent",1,"1"
21,"Male","Single","Student","No Income","Graduate",2,"Swiggy","Takeaway","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",300,10,1,"Tier 2",1,"Morning","Low","Very_Frequent",2,"1"
24,"Female","Married","Self Employeed","10001 to 25000","Graduate",5,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",400,17,30,"Tier 1",3,"Evening","Medium","Infrequent",1,"1"
23,"Female","Single","Student","No Income","Post Graduate",4,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",200,9,19,"Tier 1",1,"Morning","Low","Moderate",1,"0"
25,"Male","Single","Employee","25001 to 50000","Post Graduate",3,"Zomato","Takeaway","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",200,16,8,"Tier 1",4,"Afternoon","Low","Frequent",1,"1"
32,"Female","Married","home maker","No Income","Graduate",4,"Swiggy","Takeaway","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",200,21,20,"Tier 3",1,"Night","Low","Moderate",3,"0"
27,"Male","Married","Employee","More than 50000","Ph.D",5,"Swiggy","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",400,9,15,"Tier 1",5,"Morning","Medium","Moderate",1,"1"
20,"Female","Single","Student","No Income","Graduate",2,"Zomato","Casual Dining","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Strongly agree",800,19,6,"Tier 3",1,"Evening","Premium","Frequent",3,"1"
21,"Male","Single","Student","No Income","Graduate",2,"Zomato","Takeaway","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",250,14,30,"Tier 1",1,"Afternoon","Low","Infrequent",1,"0"
26,"Male","Single","Employee","More than 50000","Post Graduate",3,"Swiggy","Takeaway","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Disagree",400,9,6,"Tier 1",5,"Morning","Medium","Frequent",1,"1"
25,"Male","Single","Employee","10001 to 25000","Graduate",4,"Zomato","Bar","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",1300,11,30,"Tier 1",3,"Morning","Premium","Infrequent",1,"1"
26,"Male","Single","Employee","25001 to 50000","Post Graduate",3,"Zomato","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",150,14,30,"Tier 2",4,"Afternoon","Low","Infrequent",2,"0"
26,"Female","Married","Employee","25001 to 50000","Graduate",3,"ONDC","Takeaway","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",300,14,16,"Tier 3",4,"Afternoon","Low","Moderate",3,"0"
27,"Male","Single","Employee","More than 50000","Ph.D",4,"Zomato","Beverage Shop","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",200,21,30,"Tier 2",5,"Night","Low","Infrequent",2,"0"
27,"Female","Single","Student","No Income","Ph.D",5,"Zomato","Takeaway","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",300,14,30,"Tier 3",1,"Afternoon","Low","Infrequent",3,"0"
27,"Female","Single","Student","No Income","Post Graduate",5,"Swiggy","Casual Dining","Anytime (MonSun)","Breakfast","Veg foods (Breakfast / Lunch / Dinner)","Agree",800,14,30,"Tier 2",1,"Afternoon","Premium","Infrequent",2,"1"
25,"Male","Married","Self Employeed","More than 50000","School",2,"Zomato","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",200,13,30,"Tier 1",5,"Afternoon","Low","Infrequent",1,"0"
20,"Male","Single","Student","No Income","Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",250,18,17,"Tier 3",1,"Evening","Low","Moderate",3,"0"
22,"Male","Single","Student","No Income","Post Graduate",1,"Swiggy","Takeaway","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",250,9,20,"Tier 2",1,"Morning","Low","Moderate",2,"0"
26,"Female","Married","Student","Below Rs.10000","Ph.D",3,"Zomato","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",1400,13,13,"Tier 1",2,"Afternoon","Premium","Moderate",1,"1"
27,"Male","Prefer not to say","Employee","25001 to 50000","Post Graduate",1,"Zomato","Quick Bites","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",400,17,8,"Tier 3",4,"Evening","Medium","Frequent",3,"1"
25,"Female","Single","Student","No Income","Post Graduate",3,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",400,13,7,"Tier 3",1,"Afternoon","Medium","Frequent",3,"1"
24,"Male","Single","Employee","No Income","Graduate",2,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,15,30,"Tier 1",1,"Afternoon","Medium","Infrequent",1,"1"
23,"Female","Single","Employee","10001 to 25000","Graduate",6,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",500,8,3,"Tier 2",3,"Morning","High","Very_Frequent",2,"1"
22,"Male","Single","Student","No Income","Graduate",2,"Zomato","Desert Parlor","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Disagree",250,15,30,"Tier 1",1,"Afternoon","Low","Infrequent",1,"0"
27,"Male","Married","Self Employeed","More than 50000","Post Graduate",3,"Swiggy","Quick Bites","Weekdays (MonFri)","Snacks","Non Veg foods (Lunch / Dinner)","Strongly disagree",150,10,5,"Tier 2",5,"Morning","Low","Very_Frequent",2,"1"
26,"Male","Single","Employee","Below Rs.10000","Post Graduate",1,"Zomato","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Agree",500,16,25,"Tier 1",2,"Afternoon","High","Infrequent",1,"1"
25,"Female","Married","Self Employeed","25001 to 50000","Post Graduate",3,"Zomato","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",600,11,17,"Tier 1",4,"Morning","High","Moderate",1,"1"
29,"Female","Married","Employee","No Income","Graduate",3,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Neutral",500,15,13,"Tier 2",1,"Afternoon","High","Moderate",2,"1"
23,"Male","Single","Student","Below Rs.10000","Graduate",3,"Swiggy","Casual Dining","Anytime (MonSun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Agree",700,12,4,"Tier 1",2,"Afternoon","Premium","Very_Frequent",1,"1"
22,"Female","Single","Employee","25001 to 50000","Graduate",4,"Zomato","Quick Bites","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",500,11,5,"Tier 3",4,"Morning","High","Very_Frequent",3,"1"
22,"Male","Single","Student","No Income","Graduate",2,"Zomato","Casual Dining","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Disagree",600,12,12,"Tier 2",1,"Afternoon","High","Moderate",2,"1"
32,"Female","Married","home maker","No Income","School",5,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",300,12,30,"Tier 1",1,"Afternoon","Low","Infrequent",1,"0"
28,"Male","Married","Employee","More than 50000","Post Graduate",1,"Swiggy","Casual Dining","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",500,14,13,"Tier 1",5,"Afternoon","High","Moderate",1,"1"
22,"Male","Single","Student","No Income","Post Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,10,7,"Tier 3",1,"Morning","Low","Frequent",3,"0"
25,"Male","Single","Employee","10001 to 25000","Graduate",2,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",150,22,30,"Tier 3",3,"Night","Low","Infrequent",3,"0"
26,"Female","Married","Employee","25001 to 50000","Post Graduate",2,"Zomato","Casual Dining","Weekend (Sat & Sun)","Dinner","Veg foods (Breakfast / Lunch / Dinner)","Disagree",750,10,23,"Tier 2",4,"Morning","Premium","Infrequent",2,"1"
31,"Male","Married","Self Employeed","More than 50000","School",6,"ONDC","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",200,19,5,"Tier 2",5,"Evening","Low","Very_Frequent",2,"1"
24,"Male","Single","Student","No Income","Post Graduate",3,"Swiggy","Casual Dining","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",1800,16,30,"Tier 1",1,"Afternoon","Premium","Infrequent",1,"1"
24,"Male","Single","Employee","25001 to 50000","Graduate",2,"Swiggy","Cafe","Anytime (MonSun)","Snacks","Veg foods (Breakfast / Lunch / Dinner)","Agree",300,14,8,"Tier 1",4,"Afternoon","Low","Frequent",1,"1"
31,"Female","Married","Employee","More than 50000","Ph.D",5,"Swiggy","Quick Bites","Weekdays (MonFri)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",300,5,21,"Tier 2",5,"Night","Low","Infrequent",2,"0"
26,"Male","Single","Employee","25001 to 50000","Graduate",2,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Veg foods (Breakfast / Lunch / Dinner)","Disagree",200,14,29,"Tier 1",4,"Afternoon","Low","Infrequent",1,"0"
24,"Female","Married","Self Employeed","No Income","Graduate",4,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",300,8,6,"Tier 1",1,"Morning","Low","Frequent",1,"1"
27,"Female","Single","Student","No Income","Graduate",3,"Swiggy","Casual Dining","Weekend (Sat & Sun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",550,18,30,"Tier 1",1,"Evening","High","Infrequent",1,"1"
19,"Male","Single","Student","No Income","Graduate",6,"Swiggy","Takeaway","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",300,16,30,"Tier 2",1,"Afternoon","Low","Infrequent",2,"0"
25,"Male","Married","Employee","More than 50000","Post Graduate",4,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,12,16,"Tier 1",5,"Afternoon","Medium","Moderate",1,"1"
23,"Female","Married","home maker","No Income","School",6,"ONDC","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",300,0,30,"Tier 1",1,"Night","Low","Infrequent",1,"0"
23,"Female","Single","Student","No Income","Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Disagree",200,4,9,"Tier 2",1,"Night","Low","Frequent",2,"1"
23,"Male","Single","Student","No Income","Post Graduate",2,"Swiggy","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Agree",200,15,2,"Tier 3",1,"Afternoon","Low","Very_Frequent",3,"0"
27,"Male","Single","Student","No Income","Post Graduate",5,"Swiggy","Casual Dining","Anytime (MonSun)","Breakfast","Veg foods (Breakfast / Lunch / Dinner)","Strongly agree",400,14,30,"Tier 1",1,"Afternoon","Medium","Infrequent",1,"1"
27,"Female","Single","Employee","25001 to 50000","Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Lunch","Non Veg foods (Lunch / Dinner)","Strongly agree",400,14,18,"Tier 1",4,"Afternoon","Medium","Moderate",1,"1"
26,"Male","Married","Employee","More than 50000","Graduate",4,"Swiggy","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",550,13,7,"Tier 1",5,"Afternoon","High","Frequent",1,"1"
25,"Female","Single","Student","No Income","Ph.D",3,"Zomato","Casual Dining","Anytime (MonSun)","Snacks","Non Veg foods (Lunch / Dinner)","Agree",400,12,30,"Tier 1",1,"Afternoon","Medium","Infrequent",1,"1"
20,"Male","Single","Student","No Income","Graduate",2,"Swiggy","Quick Bites","Weekend (Sat & Sun)","Lunch","Non Veg foods (Lunch / Dinner)","Agree",300,8,19,"Tier 1",1,"Morning","Low","Moderate",1,"0"
29,"Male","Married","Employee","No Income","Graduate",4,"Zomato","Quick Bites","Anytime (MonSun)","Dinner","Non Veg foods (Lunch / Dinner)","Disagree",500,15,30,"Tier 2",1,"Afternoon","High","Infrequent",2,"1"
23,"Female","Single","Student","No Income","Graduate",1,"Zomato","Quick Bites","Anytime (MonSun)","Breakfast","Non Veg foods (Lunch / Dinner)","Strongly disagree",150,21,7,"Tier 2",1,"Night","Low","Frequent",2,"1"
